Subject_ID,euclidean,cosine
'Subject_72',12.836192886938392,1.5187897656740952
'Subject_189',12.01936937774073,1.3771240073752316
'Subject_40',11.822160168600488,1.6125365094906083
'Subject_56',11.669906321232954,1.715888993255184
'Subject_71',11.568498169593845,1.332277350670216
'Subject_183',11.498598446291217,1.7115442084456127
'Subject_25',11.49559405787182,1.529347021377601
'Subject_146',11.476321855056758,1.818878249692512
'Subject_64',11.46012822311305,1.4601711859108226
'Subject_86',11.41447299026056,1.650485049799422
'Subject_150',11.351287417324365,1.6018421540818948
'Subject_3',11.24484362742609,1.7771744447028652
'Subject_192',11.192404781740557,1.4785411471476253
'Subject_53',11.172858437756434,1.552066781934228
'Subject_100',11.164210578499413,1.8679298878099897
'Subject_147',11.117988178342577,1.4300022487989326
'Subject_1',11.056693412188237,1.6974356636836108
'Subject_59',10.792348626749233,1.7266164368896737
'Subject_61',10.776625252918686,1.7388265801694422
'Subject_28',10.764180278682046,1.4598450295020042
'Subject_105',10.67841466779737,1.8672354803775324
'Subject_62',10.669254030735203,1.7375370902277203
'Subject_37',10.621837402885712,1.6208045798517556
'Subject_124',10.608352700934644,1.6834158185552202
'Subject_12',10.43959669153213,1.6569068154188278
'Subject_107',10.425228738934768,1.3994932659221482
'Subject_151',10.418353234146792,1.6843879929068049
'Subject_149',10.381182172916589,1.66178548272716
'Subject_148',10.174095089575571,1.4910410930786684
'Subject_47',9.930366274554066,1.2146890994826938
'Subject_88',9.908523058807626,1.65290200791449
'Subject_187',9.899741653371162,1.2520706744587462
'Subject_111',9.810803117369256,1.55010223374055
'Subject_57',9.75967038516045,1.5087749689020582
'Subject_42',9.710852369729295,1.416147602620211
'Subject_173',9.70812882730893,1.619034958266688
'Subject_198',9.696133844173492,1.5607292272909552
'Subject_139',9.548947062571257,1.2847074232582016
'Subject_160',9.496768390391042,1.426034366787882
'Subject_79',9.457922219706733,1.449870314644933
'Subject_73',9.44337215582938,1.394974250902106
'Subject_102',9.369726229238088,1.1170415726484089
'Subject_90',9.265940352287648,1.5447608920433409
'Subject_131',9.19793311383568,1.0819027283751752
'Subject_161',9.158955410364507,1.2491249314301762
'Subject_193',9.052530890221371,1.2433332624060194
'Subject_182',8.861064196354468,1.3897489878087297
'Subject_34',8.86053114752155,1.3203766260494687
'Subject_43',8.837738444165712,1.23249453743746
'Subject_190',8.383528452874108,1.2981201070177426
'Subject_157',8.292707540522745,1.0149970642660513
'Subject_200',8.171780648426488,1.2552501025875005
'Subject_195',8.159196417181953,0.9270479275286116
'Subject_55',8.04103582399015,1.339735079208745
'Subject_199',7.920835844799122,1.104734994450276
'Subject_119',7.764943052027329,1.1835040750628545
'Subject_165',7.525274062202129,1.2235788483150194
'Subject_52',7.491695022689184,1.657332471153521
'Subject_75',7.403760860279416,1.316242117172204
'Subject_48',7.338632712710869,0.948869857899392
'Subject_169',7.33277042150491,0.9746217925017246
'Subject_158',7.131648671121702,1.4778628212029197
'Subject_69',6.9602437593642135,1.589858696424964
'Subject_108',6.931613883834555,1.0695117761756363
'Subject_16',6.920564020012799,1.434802533813722
'Subject_178',6.8772139811929085,1.6446145321124646
'Subject_14',6.85762111927,1.425643961244965
'Subject_125',6.7783017617012655,1.3134191663690609
'Subject_95',6.754868417901863,1.3560815657327372
'Subject_133',6.7155638807869495,1.4724179772560646
'Subject_77',6.689698365137648,1.2973362720658457
'Subject_112',6.658562922728594,1.3015203700948137
'Subject_83',6.57522360887915,0.6498983154501179
'Subject_170',6.564565365623661,1.2555878620975256
'Subject_120',6.428360774240448,1.278119222233288
'Subject_80',6.350347428766089,0.8608517990702932
'Subject_184',6.347407140301553,1.24332257506482
'Subject_74',6.332249609487929,1.2541101075590593
'Subject_142',6.261868501567781,1.0566971280353057
'Subject_70',6.255214862669,0.7371360900859752
'Subject_91',6.247941155648642,1.1389883892489818
'Subject_177',6.2472510022793095,1.0284272471291915
'Subject_145',6.232958749998942,1.0826795456328189
'Subject_186',6.194092010667104,0.9372905199555196
