Subject_ID,euclidean,cosine
'Subject_17',6.190293702341528,1.1810407325503849
'Subject_38',6.163544479066885,1.0588769567255245
'Subject_122',6.121634671320916,1.194634350920423
'Subject_87',6.088690611463253,1.078908857746588
'Subject_46',6.080068123006364,1.1130190918396938
'Subject_5',6.069277600162397,1.1546854388094998
'Subject_96',6.047216301107467,1.001884298038654
'Subject_155',6.014048219830734,1.0970267418649864
'Subject_99',6.010840613913051,1.0556116021260735
'Subject_82',5.980576199674236,0.9937115187070502
'Subject_138',5.976382925027754,1.0422360571782323
'Subject_76',5.926386487255362,0.961442486190575
'Subject_104',5.918518886183814,0.9663805995640776
'Subject_44',5.917840453335784,0.9379100613268074
'Subject_2',5.9024148409453305,0.903844629175064
'Subject_63',5.888275017354929,1.004903036017749
'Subject_93',5.883677485792241,0.9423781157497042
'Subject_115',5.873723370627786,0.918834722791116
'Subject_98',5.862945808745886,0.9225916644399867
'Subject_167',5.860185095987067,0.9369943718454232
'Subject_188',5.842205749543046,0.894374929919477
'Subject_10',5.837612511254062,0.855291607629923
'Subject_24',5.812977494102818,0.92405613931719
'Subject_26',5.800651334635341,0.882645899979719
'Subject_180',5.800012537105353,0.823825914370429
'Subject_84',5.789719580593058,0.8494032644883008
'Subject_126',5.764723521072876,0.8922417055765546
'Subject_164',5.756614266678512,0.8434606468950278
'Subject_23',5.747366887814815,0.8745636167833686
'Subject_116',5.730911626196423,0.8534414163630782
'Subject_92',5.718777443747129,0.8050012172864897
'Subject_163',5.709490211793047,0.8382353093676571
'Subject_36',5.70171815827749,0.8137098046023893
'Subject_117',5.7009820056039855,0.8324541436947879
'Subject_129',5.5755201735907045,0.7461072760646776
'Subject_101',5.571626617339376,0.7493953649663826
'Subject_162',5.554072629039229,0.7373589431962164
'Subject_109',5.536916774418552,0.7271501617488739
'Subject_176',5.522075741874496,0.714716843435977
'Subject_9',5.515273665570455,0.6881946140394191
'Subject_4',5.5138977375730445,0.6898217841531429
'Subject_127',5.506385298787571,0.7082841197329279
'Subject_136',5.476234427643753,0.6632915018824586
'Subject_58',5.446767052974856,0.6623120868903367
'Subject_154',5.445622060697255,0.633238407968418
'Subject_60',5.43372169598948,0.6701231984771087
'Subject_94',5.396359610184725,0.6517073190487519
'Subject_159',5.393772115337375,0.6175446954557056
'Subject_181',5.393578471293777,0.634057133802826
'Subject_20',5.388295780759516,0.6367262493098591
'Subject_152',5.38690395675451,0.6480128459644845
'Subject_153',5.356046024569484,0.603892340077689
'Subject_175',5.340887180783481,0.6171378995816756
'Subject_13',5.330428825315026,0.5925042495903583
'Subject_89',5.306488836103759,0.5085886705625229
'Subject_7',5.295384888583765,0.5985372489818404
'Subject_6',5.25251718835806,0.4567327186760246
'Subject_168',5.25160450950668,0.5799524723762493
'Subject_21',5.234891851997405,0.5019654439407821
'Subject_22',5.214958472754297,0.5643470827290857
'Subject_33',5.214754551454607,0.5761345535145908
'Subject_140',5.178329380367646,0.5406968604260673
'Subject_121',5.172212037294294,0.5557479918333519
'Subject_191',5.144758484818833,0.5317858077987592
'Subject_113',5.130804279789969,0.4956515954120439
'Subject_185',5.116791333696389,0.44214440443658
'Subject_123',5.108038245892371,0.5099029401167379
'Subject_65',5.087245384292601,0.5114057667038527
'Subject_66',5.06527175879063,0.4892625949167037
'Subject_194',5.057499618293338,0.459328568386119
'Subject_106',5.047517933698298,0.4436280073862673
'Subject_196',5.026545097289711,0.453600291317772
'Subject_97',5.021390129043849,0.4588728759348075
'Subject_134',5.019127376281635,0.4541546040263831
'Subject_174',5.008923847104216,0.4539768120564036
'Subject_30',4.981724772638689,0.3672481387240637
'Subject_85',4.944473791232658,0.4425548801941297
'Subject_110',4.915284396548348,0.3848481874012756
'Subject_18',4.886923308773687,0.4237913350692821
'Subject_54',4.874122737811702,0.4195392570548869
'Subject_135',4.869844991776834,0.3226613434391185
'Subject_35',4.855792059494761,0.350864762388966
'Subject_39',4.832273714115841,0.4531281154090327
'Subject_51',4.814452625850255,0.3283759130558616
'Subject_27',4.756876601162641,0.3553902220764234
'Subject_81',4.713801651259729,0.2965694561378836
'Subject_137',4.707032397978304,0.2769710057969876
'Subject_50',4.666179491290007,0.3580064650694355
'Subject_141',4.640792752864564,0.3073953434772234
'Subject_29',4.598735722837152,0.3946614286995853
'Subject_78',4.560335749830956,0.2641880246437176
'Subject_41',4.539600178044996,0.3202290808143105
'Subject_8',4.527506434736459,0.1932173089534963
'Subject_19',4.52643943754498,0.2093716740677419
'Subject_114',4.50615089246234,0.2866709095348555
'Subject_67',4.458697974219388,0.256515835894147
'Subject_49',4.454272132520104,0.273622964435411
'Subject_172',4.429474879127892,0.2127342500556023
'Subject_118',4.415452048370077,0.3490343132962947
'Subject_132',4.389304293269607,0.2461299653939176
'Subject_156',4.371893077143511,0.181305778067903
'Subject_11',4.209742938686642,0.1376430469091909
'Subject_197',4.160420143458987,0.1209288363194928
'Subject_31',4.1392116638594985,0.1871796271110466
'Subject_15',4.122619478773639,0.0986259956359693
'Subject_45',4.111251924494188,0.1256261000142807
'Subject_130',4.094266589483183,0.2375513199583095
'Subject_166',4.035439252803409,0.1981235306474821
'Subject_103',3.567356997077583,0.034922320476762
'Subject_144',3.539857789396783,0.0711501735421969
'Subject_179',3.518055002972156,0.0888138792269045
'Subject_143',3.41195419335852,0.1238912494059421
'Subject_68',3.287409526423598,0.0798924490506669
'Subject_32',3.26766812402478,0.1172237721382207
'Subject_171',3.1480634950176616,0.0470073545029144
'Subject_128',2.8663522462773465,0.0712636502237528
