Subject_ID,euclidean,cosine
'Subject_1',11.056693411984176,1.6974356637380823
'Subject_2',5.902414840477612,0.903844628907966
'Subject_3',11.244843627841258,1.7771744447549658
'Subject_4',5.51389773747287,0.6898217840625953
'Subject_5',6.069277600438802,1.1546854389184973
'Subject_6',5.252517188159185,0.45673271848306063
'Subject_7',5.295384888633036,0.5985372489906677
'Subject_8',4.527506435297676,0.19321730903787748
'Subject_9',5.515273665356384,0.6881946139078626
'Subject_10',5.837612511430165,0.8552916077012819
'Subject_11',4.209742938316038,0.1376430469515295
'Subject_12',10.439596691354314,1.656906815409362
'Subject_13',5.3304288252407765,0.5925042495819609
'Subject_14',6.8576211192855165,1.4256439613869214
'Subject_15',4.1226194786548325,0.09862599551435469
'Subject_16',6.920564019670579,1.4348025337433543
'Subject_17',6.190293701840699,1.1810407321650243
'Subject_18',4.886923308941691,0.4237913351402921
'Subject_19',4.526439437473229,0.20937167405682944
'Subject_20',5.388295780842497,0.6367262493583602
'Subject_21',5.234891851550459,0.5019654437297378
'Subject_22',5.21495847315224,0.5643470829217632
'Subject_23',5.747366887337056,0.8745636163994261
'Subject_24',5.812977494316525,0.9240561394538422
'Subject_25',11.495594057899794,1.5293470213906353
'Subject_26',5.800651334026849,0.8826458996171069
'Subject_27',4.75687660140567,0.35539022216917615
'Subject_28',10.764180278002854,1.4598450294645389
'Subject_29',4.598735722956776,0.39466142872831367
'Subject_30',4.981724772940679,0.3672481389037816
'Subject_31',4.1392116638317615,0.18717962710682823
'Subject_32',3.2676681238117187,0.11722377215020352
'Subject_33',5.214754551120649,0.576134553394549
'Subject_34',8.860531147609546,1.3203766260588412
'Subject_35',4.8557920598343465,0.35086476247629317
'Subject_36',5.701718158275664,0.813709804590748
'Subject_37',10.621837402314297,1.620804579841193
'Subject_38',6.163544479195769,1.0588769568551832
'Subject_39',4.8322737144832,0.453128115489421
'Subject_40',11.82216016847157,1.6125365094947965
'Subject_41',4.539600178116821,0.3202290808032551
'Subject_42',9.710852369848427,1.4161476026232362
'Subject_43',8.837738444163298,1.232494537454356
'Subject_44',5.917840452813914,0.9379100610840757
'Subject_45',4.1112519249787285,0.12562610010220276
'Subject_46',6.080068123115113,1.1130190920227363
'Subject_47',9.930366275045516,1.2146890995311377
'Subject_48',7.338632713152436,0.9488698579408099
'Subject_49',4.454272132339333,0.2736229644278888
'Subject_50',4.666179490686474,0.3580064649003486
'Subject_51',4.814452626245627,0.3283759132328331
'Subject_52',7.49169502283835,1.6573324712068842
'Subject_53',11.172858438034307,1.5520667819517167
'Subject_54',4.874122737589511,0.41953925693855054
'Subject_55',8.041035824094937,1.3397350791928127
'Subject_56',11.669906321236535,1.7158889932497918
'Subject_57',9.759670385667832,1.5087749689489751
'Subject_58',5.446767053021611,0.6623120869333917
'Subject_59',10.792348627255153,1.726616436971984
'Subject_60',5.433721695781264,0.6701231983661576
'Subject_61',10.776625253166456,1.7388265802055938
'Subject_62',10.669254030967076,1.737537090145532
'Subject_63',5.888275017214457,1.004903035973039
'Subject_64',11.460128223351514,1.4601711858959878
'Subject_65',5.087245384044468,0.5114057665693466
'Subject_66',5.065271759009531,0.48926259498865643
'Subject_67',4.458697974333387,0.2565158360034183
'Subject_68',3.2874095261912495,0.07989244905318615
'Subject_69',6.96024375975361,1.5898586964910544
'Subject_70',6.255214862995358,0.7371360901044619
'Subject_71',11.568498169570214,1.332277350626112
'Subject_72',12.836192887169885,1.5187897656723572
'Subject_73',9.443372155717693,1.3949742508239917
'Subject_74',6.332249609290965,1.2541101072845908
'Subject_75',7.403760860180396,1.3162421171837884
'Subject_76',5.92638648766014,0.9614424864221716
'Subject_77',6.689698365325669,1.2973362721734687
'Subject_78',4.560335750445562,0.26418802484049364
'Subject_79',9.457922219653291,1.449870314644734
'Subject_80',6.350347428696487,0.8608517990023737
'Subject_81',4.713801651775452,0.2965694563454422
'Subject_82',5.9805761998929565,0.9937115188250458
'Subject_83',6.575223608805173,0.6498983154488137
'Subject_84',5.7897195805899875,0.8494032645052005
'Subject_85',4.944473791428353,0.4425548802792898
'Subject_86',11.414472989830093,1.6504850497726928
'Subject_87',6.088690611729978,1.0789088580692456
'Subject_88',9.908523058889847,1.6529020079029841
'Subject_89',5.30648883617587,0.5085886705483978
'Subject_90',9.265940352322886,1.5447608920009435
'Subject_91',6.247941155036,1.1389883889046395
'Subject_92',5.718777443247599,0.8050012170413541
'Subject_93',5.883677485437699,0.9423781155160097
'Subject_94',5.3963596101286635,0.6517073190201889
'Subject_95',6.754868417489868,1.3560815656744314
'Subject_96',6.0472163015326865,1.001884298183037
'Subject_97',5.021390128938104,0.4588728759157015
'Subject_98',5.862945808691352,0.922591664444377
'Subject_99',6.010840613992274,1.0556116020216364
'Subject_100',11.164210578393451,1.8679298877970991
'Subject_101',5.5716266166512405,0.749395364516539
'Subject_102',9.369726228992766,1.1170415726005618
'Subject_103',3.567356997098084,0.03492232048961097
'Subject_104',5.918518886319828,0.9663805996184603
'Subject_105',10.678414667630175,1.8672354803870166
'Subject_106',5.047517934098861,0.44362800753802556
'Subject_107',10.425228739109404,1.3994932659485946
'Subject_108',6.931613884324633,1.0695117763115864
'Subject_109',5.536916774601505,0.7271501618588445
'Subject_110',4.91528439595776,0.38484818715285707
'Subject_111',9.81080311778962,1.5501022337734338
'Subject_112',6.658562922347431,1.3015203699129687
'Subject_113',5.130804279430813,0.4956515952890216
'Subject_114',4.506150892175309,0.2866709094508185
'Subject_115',5.873723370322618,0.9188347226170199
'Subject_116',5.730911626369662,0.8534414164993949
'Subject_117',5.700982005301922,0.8324541435211621
'Subject_118',4.415452048446454,0.3490343133067092
'Subject_119',7.76494305193666,1.1835040750617256
'Subject_120',6.428360774313423,1.2781192223435904
'Subject_121',5.172212037951805,0.5557479921233299
'Subject_122',6.121634671067395,1.1946343508272568
'Subject_123',5.10803824575032,0.5099029400139992
'Subject_124',10.608352701130833,1.6834158185980819
'Subject_125',6.778301761753223,1.3134191665186572
'Subject_126',5.764723520387203,0.8922417050970035
'Subject_127',5.506385299177705,0.7082841199386939
'Subject_128',2.8663522465345013,0.07126365023597436
'Subject_129',5.575520173429126,0.746107275981625
'Subject_130',4.094266589866989,0.23755132002727397
'Subject_131',9.197933114606796,1.0819027284533007
'Subject_132',4.38930429325276,0.24612996545272858
'Subject_133',6.715563880642085,1.4724179772314785
'Subject_134',5.019127376589621,0.4541546041601675
'Subject_135',4.86984499198529,0.3226613437206416
'Subject_136',5.476234427170289,0.6632915014905219
'Subject_137',4.707032398317989,0.27697100583864687
'Subject_138',5.976382924935036,1.0422360571082436
'Subject_139',9.548947062845931,1.2847074232518545
'Subject_140',5.178329380850109,0.5406968606654452
'Subject_141',4.640792753303687,0.3073953436010092
'Subject_142',6.261868501038774,1.0566971278224153
'Subject_143',3.411954192929113,0.12389124935835027
'Subject_144',3.5398577894900463,0.07115017353524966
'Subject_145',6.232958750106443,1.0826795456250793
'Subject_146',11.476321855239576,1.8188782496691407
'Subject_147',11.117988178455464,1.4300022487720658
'Subject_148',10.174095089379476,1.491041093039212
'Subject_149',10.381182172704255,1.6617854827653253
'Subject_150',11.351287417775303,1.6018421541268912
'Subject_151',10.418353234324647,1.6843879929868135
'Subject_152',5.386903956662992,0.6480128459224881
'Subject_153',5.3560460242746375,0.6038923399323137
'Subject_154',5.445622060941903,0.6332384082269606
'Subject_155',6.014048220363444,1.0970267422348299
'Subject_156',4.371893077007946,0.18130577800129
'Subject_157',8.292707540380032,1.0149970642205455
'Subject_158',7.131648670772027,1.4778628210887124
'Subject_159',5.393772115244422,0.6175446953816632
'Subject_160',9.496768390062375,1.426034366742274
'Subject_161',9.158955410093144,1.2491249314446242
'Subject_162',5.554072629058406,0.7373589432069594
'Subject_163',5.709490211667265,0.8382353093066268
'Subject_164',5.756614267036682,0.8434606471034021
'Subject_165',7.52527406145505,1.2235788482367518
'Subject_166',4.035439253047936,0.19812353073366096
'Subject_167',5.86018509603174,0.9369943718638487
'Subject_168',5.2516045097434025,0.5799524724736522
'Subject_169',7.332770421378391,0.9746217924327292
'Subject_170',6.564565365299501,1.255587861905738
'Subject_171',3.1480634945180017,0.04700735445646431
'Subject_172',4.429474879426349,0.2127342501024817
'Subject_173',9.70812882769087,1.6190349582667132
'Subject_174',5.008923846958471,0.45397681199773277
'Subject_175',5.340887181217651,0.6171378998098496
'Subject_176',5.522075741996642,0.7147168435315425
'Subject_177',6.247251002609913,1.0284272472737939
'Subject_178',6.877213981506021,1.6446145323396215
'Subject_179',3.518055003235641,0.08881387923601713
'Subject_180',5.800012536713059,0.8238259142053028
'Subject_181',5.393578470696048,0.6340571334062475
