Subject_ID,euclidean,cosine
'Subject_182',8.861064196640971,1.389748987845643
'Subject_183',11.49859844597604,1.7115442083954424
'Subject_184',6.347407140525988,1.243322575266457
'Subject_185',5.11679133368746,0.44214440446799186
'Subject_186',6.194092010941996,0.9372905200481153
'Subject_187',9.899741653849036,1.252070674489622
'Subject_188',5.842205749703805,0.8943749300036261
'Subject_189',12.019369377452263,1.3771240073280389
'Subject_190',8.383528453178256,1.2981201070192512
'Subject_191',5.144758484393848,0.5317858076061988
'Subject_192',11.192404781490524,1.4785411471512597
'Subject_193',9.05253089018262,1.243333262399271
'Subject_194',5.057499618339938,0.4593285684238829
'Subject_195',8.159196417591993,0.9270479275765373
'Subject_196',5.026545096988063,0.45360029120154144
'Subject_197',4.16042014374517,0.12092883632839813
'Subject_198',9.696133844307575,1.5607292273416942
'Subject_199',7.920835844948533,1.104734994520981
'Subject_200',8.171780647766791,1.2552501024211407
