ROI_Name,Volume_mm3,Normalized_Volume
Caud_L,4649.0,0.7085684966649564
Caud_R,4875.0,0.7472207969899094
Put_L,6217.0,0.9767402086540106
Put_R,6353.0,1.0
GP_L,1853.0,0.23037455105182145
GP_R,1839.0,0.2279801607662049
NucAccumbens_L,837.0,0.05661022746707713
NucAccumbens_R,1097.0,0.10107747562852745
Caudate_tail_L,506.0,0.0
Caudate_tail_R,616.0,0.018813066529844366
